VIN	customer	service_writer	start_date	completion_date	odometer	labor_cost	repair_desc
3JLCARWCAYY553033	A0536865675	user33	9/9/2021	9/12/2021	438912	45.27	adjust running boards; change purge valve; 
3JLCARWCAYY553033	A3706458629	user33	9/19/2021	9/25/2021	464989	79.23	replace catalytic converter; attach seat extension; 
3LSIXEX21UG135253	D3677460785	user29	9/1/2020	9/25/2020	241650	459.94	repair shiftable automatic transmission; adjust retractable mirrors; 
3LSIXEX21UG135253	C8363248808	user17	9/27/2020	10/18/2020	247943	306.62	change brake linings; attach seat extension; 
3LSIXEX21UG135253	42-4075529	roland	12/8/2020	1/2/2021	587886	1328.7	adjust accelerator pedal linkage; configure audio remote control; 
3LSIXEX21UG135253	B6594307920	user30	1/23/2021	3/10/2021	785086	613.25	change pcv filter/pcv valve; replace liftgate window; 
3LSIXEX21UG135253	A0836288701	roland	4/7/2021	4/22/2021	997700	562.14	install vanity mirrors; adjust traction control system; 
3LSIXEX21UG135253	C2527866885	user13	4/25/2021	4/29/2021	1033052	255.52	adjust reverse tilt mirrors; 
3LSIXEX21UG135253	B7250129830	user17	5/12/2021	6/8/2021	1158173	817.66	replace diverter valve; replace timing belt tensioner; 
3LSIXEX21UG135253	42-4075529	roland	7/2/2021	7/5/2021	1237833	102.21	replace steering column lock; fix cylinder head bolts; 
3LSIXEX21UG135253	D2205967267	roland	7/31/2021	8/6/2021	1398811	204.42	add heated windshield; attach spoiler; 
3PO4C2PYJG2012419	A3410814072	user30	6/9/2021	6/15/2021	6495	83.52	install turbocharger; replace timing belt tensioner; 
3PO4C2PYJG2012419	D4535340558	user13	6/18/2021	6/27/2021	42345	250.57	change air conditioner refrigerant; fix a-pillar; 
3PO4C2PYJG2012419	A8857026223	user29	7/2/2021	7/6/2021	62484	27.84	replace crankcase ventilation filter; 
3PO4C2PYJG2012419	D4949425401	user12	7/12/2021	7/26/2021	84292	27.84	adjust hybrid performance; replace water pump; 
3PO4C2PYJG2012419	C0550572802	user17	8/1/2021	8/4/2021	130044	111.36	adjust block heater; install active pedestrian protection system; 
3PO4C2PYJG2012419	D9868570966	user13	8/10/2021	8/18/2021	142743	27.84	install intelligent alternator; upgrade navigation system; 
3PO4C2PYJG2012419	B1302071867	user15	8/24/2021	9/1/2021	189728	250.57	fix nvh dampening system; install parking sensors; 
3PO4C2PYJG2012419	A1100965794	roland	9/8/2021	9/23/2021	265415	334.09	repair cooled seats; fix solar sunroof; 
3WLVE4GIZOK699230	B2391029488	user30	7/9/2021	7/12/2021	153815	31.31	replace steering column lock; adjust retractable mirrors; 
3WLVE4GIZOK699230	A0943466017	user13	7/14/2021	7/15/2021	174722	15.66	reduce carbon footprint; attach exterior camera; 
3WLVE4GIZOK699230	D5515926273	user13	7/17/2021	7/24/2021	176980	15.66	configure universal remote control; install vanity mirrors; 
3WLVE4GIZOK699230	B3493541660	roland	7/26/2021	7/31/2021	197528	15.66	fix deceleration system; fix steering damper; 
3WLVE4GIZOK699230	A3642699140	user29	8/22/2021	9/4/2021	406168	78.28	make polarization coating; fix a-pillar; 
3WLVE4GIZOK699230	C6697208198	user30	9/8/2021	9/14/2021	418781	31.31	fix a-pillar; fix external temperature display; 
3WLVE4GIZOK699230	C9883149255	user15	9/18/2021	9/20/2021	460645	31.31	replace radiator hoses; reduce blind spot; 
40ZV2CDNP4T119176	C8387651854	user12	5/7/2021	5/15/2021	118785	50.63	reconfigure service reminder light; fix rear defroster; 
40ZV2CDNP4T119176	94-2432098	user33	5/26/2021	6/18/2021	215105	430.36	adjust running boards; install separate rear audio; 
40ZV2CDNP4T119176	D9868570966	user30	6/26/2021	7/20/2021	245720	430.36	refurbish power steering; 
40ZV2CDNP4T119176	D0985294389	user30	7/21/2021	7/22/2021	252084	50.63	fix cylinder head bolts; replace diverter valve; 
40ZV2CDNP4T119176	B3114961337	user13	8/11/2021	8/11/2021	478023	25.32	install active pedestrian protection system; refurbish power steering; 
40ZV2CDNP4T119176	C9725877677	user15	8/19/2021	8/31/2021	551786	278.47	set up gyro sensor; install curtain airbags; 
40ZV2CDNP4T119176	D8269311874	user13	9/5/2021	9/13/2021	586144	101.26	refurbish power steering; fix rear defroster; 
4AO3LKJSBVK865142	D8356291718	user30	6/10/2021	6/29/2021	194130	512.07	correct abs; fix solar sunroof; 
4AO3LKJSBVK865142	A9110995031	user30	7/1/2021	7/9/2021	216489	275.73	attach spoiler; adjust adaptive cruise control; 
4AO3LKJSBVK865142	D8406096764	user12	7/20/2021	7/23/2021	266425	157.56	change memory settings of the onboard computer; fix solar sunroof; 
4AO3LKJSBVK865142	C2451484744	roland	7/30/2021	8/6/2021	275372	39.39	adjust hybrid performance; change memory settings of the onboard computer; 
4AO3LKJSBVK865142	A3706458629	user30	8/28/2021	9/9/2021	278083	39.39	improve engine performance; change memory settings of the onboard computer; 
4AO3LKJSBVK865142	D5515926273	roland	9/12/2021	9/17/2021	306213	39.39	replace timing belt tensioner; fix air filter restriction indicator; 
4ILM6P01OC4089888	A3642699140	roland	8/16/2021	9/7/2021	1832409	514.99	change wheel cylinders; improve cylinder configuration; 
4J0U15MIVG3154225	45-6711652	roland	4/11/2021	8/14/2021	341808	2722.21	replace water pump; repair cooled seats; 
4JT7M5DVI8N560897	B6629932093	roland	6/23/2021	7/10/2021	95107	31.68	replace radiator core & ac condenser; replace radiator hoses; 
4M0LNVY3QN7194734	D4681815206	user30	6/11/2020	7/8/2020	137562	660.6	adjust climate control; reduce fuel consumption; 
4M0LNVY3QN7194734	D4268387122	roland	7/26/2020	8/15/2020	240525	180.16	set up gyro sensor; change purge valve; 
4M0LNVY3QN7194734	B0490229322	user12	10/13/2020	12/1/2020	542932	1080.98	adjust retractable mirrors; change wheel cylinders; 
4M0LNVY3QN7194734	C0315829968	user29	2/26/2021	7/12/2021	1309812	2071.89	replace radiator hoses; attach seat extension; 
4M0LNVY3QN7194734	A0301796521	user29	8/14/2021	8/24/2021	1337160	30.03	fix sunroof; replace radiator hoses; 
4M0LNVY3QN7194734	B8560719297	user13	9/4/2021	9/22/2021	1378330	360.33	fix sunroof; 
4MN32RC4IOG603247	D8119514417	user30	3/1/2021	3/4/2021	88771	11.02	adjust low fuel warning indicator; 
4QJE0AIYWQG719639	A0836288701	user33	7/14/2021	7/17/2021	170041	14.23	add knee airbags; fix external temperature display; 
4QJE0AIYWQG719639	C6390913308	user30	7/26/2021	7/27/2021	243042	14.23	fix rear defroster; reduce fuel consumption; 
4QJE0AIYWQG719639	D3600877411	user13	7/31/2021	8/15/2021	273878	99.61	change purge valve; install separate rear audio; 
4QJE0AIYWQG719639	17-6105195	user33	8/17/2021	8/23/2021	279067	28.46	install parking sensors; adjust running boards; 
4QJE0AIYWQG719639	B0667673329	user33	9/2/2021	9/5/2021	324204	14.23	repair shiftable automatic transmission; adjust turn signals; 
4QJE0AIYWQG719639	D3600877411	user17	9/13/2021	9/20/2021	384779	99.61	change brake linings; change oil filter; 
4U6EIHP6IVH261573	D5191373192	user12	5/6/2021	6/2/2021	172826	680.86	replace brake pedal spring; adjust traction control system; 
4U6EIHP6IVH261573	C6563700744	user15	8/7/2021	8/11/2021	550129	148.01	install curtain airbags; fix rear defroster; 
4VCO5FCED7G676135	B4747383483	user29	2/25/2021	3/14/2021	271391	291.99	replace tail lights; adjust regenerative braking; 
4VCO5FCED7G676135	B3493541660	user15	4/4/2021	4/22/2021	439355	451.26	install dusk-sensing headlights; replace timing belt tensioner; 
4VCO5FCED7G676135	A0943466017	roland	4/30/2021	5/1/2021	516559	26.54	replace tail lights; install dusk-sensing headlights; 
4VCO5FCED7G676135	C9607630052	roland	5/3/2021	5/7/2021	534665	53.09	fix power activated release; change air conditioner refrigerant; 
4VCO5FCED7G676135	83-4401879	user30	6/16/2021	7/26/2021	780193	822.89	change air conditioner refrigerant; improve engine performance; 
4VCO5FCED7G676135	B3613796899	user15	7/27/2021	7/31/2021	786740	53.09	install dusk-sensing headlights; change purge valve; 
4VCO5FCED7G676135	C5564885117	user29	8/7/2021	9/4/2021	810746	424.72	configure audio remote control; set up auto-delay headlights; 
4VCO5FCED7G676135	A5182568516	user33	9/10/2021	9/14/2021	818025	53.09	replace water pump; fix rear hvac; 
4ZDD0PLHYQ2396481	C7405915994	user15	5/21/2021	5/24/2021	21139	34.5	remove oversteer; adjust traction control system; 
4ZDD0PLHYQ2396481	B8267603424	roland	5/29/2021	5/31/2021	61876	51.74	replace stabilizer bar; attach spoiler; 
4ZDD0PLHYQ2396481	D8119514417	user15	7/15/2021	7/21/2021	70760	86.24	attach spoiler; attach exterior camera; 
4ZDD0PLHYQ2396481	49-7614440	user13	8/6/2021	8/8/2021	253088	17.25	adjust ignition timing; 
4ZDD0PLHYQ2396481	A1148700069	user15	8/13/2021	8/18/2021	277984	34.5	refurbish power steering; 
4ZDD0PLHYQ2396481	D8805924960	user13	8/31/2021	9/19/2021	383470	224.22	fix steering damper; improve cylinder configuration; 
517DV0QLBFR999628	B2503869534	user30	5/10/2021	5/28/2021	56752	249.21	install anti-theft alarm; improve cylinder configuration; 
517DV0QLBFR999628	D5493718870	user17	6/6/2021	6/11/2021	118184	62.3	correct abs; adjust reverse tilt mirrors; 
517DV0QLBFR999628	34-1167025	user17	7/3/2021	7/22/2021	152423	155.76	fix external temperature display; reduce carbon footprint; 
517DV0QLBFR999628	A0301796521	roland	7/28/2021	9/21/2021	207004	560.73	repair direct injection system; fix sunroof; 
52RI0SIMIEO259872	C5232024518	user29	5/24/2021	5/26/2021	138909	13.62	fix steering damper; adjust retractable mirrors; 
52RI0SIMIEO259872	34-0807225	user29	5/29/2021	5/29/2021	139513	13.62	add knee airbags; remove oversteer; 
52RI0SIMIEO259872	B2391029488	user15	6/30/2021	7/10/2021	248734	54.46	reduce blind spot; set up satellite radio; 
52RI0SIMIEO259872	38-5109013	user29	7/13/2021	7/18/2021	251940	13.62	fix solar sunroof; adjust low fuel warning indicator; 
52RI0SIMIEO259872	B2831352575	user17	8/1/2021	8/15/2021	329534	136.15	correct abs; install curtain airbags; 
52RI0SIMIEO259872	B3560453812	user30	8/21/2021	8/29/2021	350753	40.85	refurbish power steering; 
52RI0SIMIEO259872	A5920668662	user13	9/18/2021	9/21/2021	403164	54.46	replace serpentine belt; change speaker configuration; 
572N6O1FPHF266007	35-7670320	roland	4/13/2021	4/15/2021	317788	26.37	fix solar sunroof; install curtain airbags; 
572N6O1FPHF266007	A1100965794	user29	5/16/2021	5/23/2021	413675	52.73	upgrade navigation system; check drive axle boots; 
572N6O1FPHF266007	B4329886405	user30	7/13/2021	8/20/2021	756053	145.02	change steering rack; replace water pump; 
572N6O1FPHF266007	D8269311874	user33	9/1/2021	9/12/2021	811636	105.47	replace stabilizer bar; adjust regenerative braking; 
5BYUV0G3UUI083209	A1148700069	user33	5/22/2021	6/20/2021	268898	795.21	change coolant; 
5BYUV0G3UUI083209	C0659557688	user13	6/30/2021	7/29/2021	329711	1153.05	make polarization coating; replace timing belt tensioner; 
5BYUV0G3UUI083209	D3516713339	user30	8/4/2021	8/11/2021	370038	238.56	correct abs; fix steering damper; 
5CB4NEI0MK5675645	B2831352575	user13	6/4/2021	8/1/2021	167168	495	fix external temperature display; install separate rear audio; 
5CB4NEI0MK5675645	A9824759625	user12	8/26/2021	9/25/2021	296271	1138.5	prevent fuel pump shutoff; reduce fuel consumption; 
5NBXLBXN4X5470477	B5240692276	user15	7/11/2021	7/12/2021	137302	12.32	improve cylinder configuration; adjust ignition timing; 
5NBXLBXN4X5470477	A3410814072	roland	7/13/2021	7/17/2021	148707	24.64	replace liftgate window; change coolant; 
5NBXLBXN4X5470477	C6390913308	roland	8/19/2021	9/3/2021	318988	147.87	install anti-theft alarm; change air conditioner refrigerant; 
5PIT4XQ2IDT961455	C0840217146	user30	10/2/2020	10/29/2020	128369	162.5	fix air filter restriction indicator; adjust low fuel warning indicator; 
5PIT4XQ2IDT961455	B8116028762	user15	12/8/2020	12/22/2020	201246	174.1	correct abs; fix external temperature display; 
5PIT4XQ2IDT961455	A3706458629	roland	12/30/2020	4/10/2021	295468	46.43	install dusk-sensing headlights; fix solar sunroof; 
5PIT4XQ2IDT961455	07-6913915	user30	4/26/2021	5/30/2021	462721	324.99	reconfigure service reminder light; change air conditioner refrigerant; 
5PIT4XQ2IDT961455	A7135730876	roland	6/12/2021	7/5/2021	580157	139.28	replace serpentine belt; configure audio remote control; 
5PIT4XQ2IDT961455	A0536865675	user29	7/26/2021	8/1/2021	688270	69.64	configure audio remote control; replace tail lights; 
5PIT4XQ2IDT961455	34-0807225	user12	8/6/2021	9/1/2021	726009	220.53	fix ventilated seats; replace tail lights; 
5PIT4XQ2IDT961455	B0490229322	roland	9/8/2021	9/19/2021	736926	11.61	repair seatbelt force limiters; fix broken tow hooks; 
5RCHA2RQSKN126776	37-8167653	user29	12/13/2020	12/27/2020	188845	179.45	install parking sensors; change wheel cylinders; 
5RCHA2RQSKN126776	C0659557688	user13	3/3/2021	3/4/2021	736090	71.78	fix sunroof; 
5RCHA2RQSKN126776	D4638312523	user13	3/28/2021	4/3/2021	894669	35.89	fix a-pillar; change speaker configuration; 
5RCHA2RQSKN126776	C2527866885	user17	5/24/2021	6/9/2021	1316596	71.78	fix steering damper; 
5RCHA2RQSKN126776	C5232024518	user17	8/19/2021	8/19/2021	1639078	35.89	install anti-theft alarm; adjust running boards; 
5T4361QO304945721	C2477021110	user30	12/7/2020	5/19/2021	40574	5271.07	change coolant; fix rear hvac; 
5T4361QO304945721	D9726048247	user17	5/25/2021	6/6/2021	110626	238.05	adjust seat belts tension; 
5T4361QO304945721	D4268387122	user33	7/16/2021	9/12/2021	232883	1530.31	upgrade navigation system; add knee airbags; 
5UQZITKQTP7241158	B4901838775	user30	1/11/2021	1/24/2021	19163	103.34	install active pedestrian protection system; install intelligent alternator; 
5UQZITKQTP7241158	B4329886405	user15	1/25/2021	2/1/2021	25093	155.01	adjust retractable mirrors; improve engine performance; 
5UQZITKQTP7241158	C8387651854	user33	3/7/2021	3/11/2021	217236	155.01	change pcv filter/pcv valve; 
5UQZITKQTP7241158	B9701873535	user17	3/22/2021	3/23/2021	250961	103.34	upgrade navigation system; remove oversteer; 
5UQZITKQTP7241158	B2831352575	user17	5/29/2021	5/31/2021	496091	155.01	set up satellite radio; 
5UQZITKQTP7241158	B3560453812	user13	6/2/2021	6/7/2021	508135	103.34	reduce blind spot; fix steering damper; 
5UQZITKQTP7241158	C4785358885	user13	6/13/2021	6/15/2021	533912	155.01	install anti-theft alarm; configure universal remote control; 
5UQZITKQTP7241158	A7394786391	user13	8/11/2021	8/23/2021	1165820	51.67	install vanity mirrors; repair seatbelt force limiters; 
5W5DTMZTE7I312231	A1148700069	roland	8/27/2020	8/29/2020	177431	190.98	change timing belt; set up auto-delay headlights; 
5W5DTMZTE7I312231	07-6913915	user17	2/8/2021	8/14/2021	1825853	11394.85	replace timing belt tensioner; change suspension fluid; 
60R1UZM2YJQ922532	B2503869534	user33	7/6/2021	7/7/2021	176876	100.11	adjust accelerator pedal linkage; check drive axle boots; 
60R1UZM2YJQ922532	C5820441797	user30	7/8/2021	7/8/2021	185356	50.05	install intelligent alternator; reduce carbon footprint; 
60R1UZM2YJQ922532	C6563700744	user33	7/11/2021	7/12/2021	192892	50.05	adjust adaptive cruise control; fix rear defroster; 
60R1UZM2YJQ922532	B4329886405	user12	8/4/2021	8/7/2021	233503	100.11	add heated windshield; change purge valve; 
60R1UZM2YJQ922532	64-7173397	user17	8/16/2021	8/24/2021	299602	300.32	install smoked glass; install dusk-sensing headlights; 
60R1UZM2YJQ922532	A4307733572	user29	8/27/2021	9/2/2021	333744	200.22	set up gyro sensor; adjust turn signals; 
60R1UZM2YJQ922532	B8560719297	user13	9/15/2021	9/20/2021	461960	200.22	set up auto-delay headlights; repair seatbelt force limiters; 
61ZH3G2YGUO461519	C8180681803	roland	4/12/2021	4/16/2021	148580	103.26	attach spoiler; fix solar sunroof; 
61ZH3G2YGUO461519	A9499931848	user33	5/1/2021	5/6/2021	197450	103.26	set up auto-delay headlights; adjust seat belts tension; 
61ZH3G2YGUO461519	B3560453812	user13	5/12/2021	5/16/2021	225012	103.26	fix broken tow hooks; remove oversteer; 
61ZH3G2YGUO461519	A4307733572	user30	6/27/2021	6/27/2021	302440	20.65	fix nvh dampening system; repair direct injection system; 
61ZH3G2YGUO461519	C2527866885	roland	7/13/2021	8/3/2021	450435	206.52	repair cooled seats; install parking sensors; 
61ZH3G2YGUO461519	A1100965794	user13	9/1/2021	9/18/2021	783511	165.22	install parking sensors; change wheel cylinders; 
61ZH3G2YGUO461519	D1203722082	user29	9/24/2021	9/25/2021	830996	20.65	adjust traction control system; adjust retractable mirrors; 
62EPDI1EYYJ402081	B0667673329	user30	11/14/2020	1/26/2021	717659	1518.88	configure universal remote control; attach exterior camera; 
62EPDI1EYYJ402081	D8053038202	user12	2/21/2021	3/3/2021	911601	334.15	adjust turn signals; set up satellite radio; 
62EPDI1EYYJ402081	C0199518923	user12	3/11/2021	4/12/2021	977167	273.4	replace fuel filter; add knee airbags; 
62EPDI1EYYJ402081	B8560719297	roland	5/13/2021	6/11/2021	1166437	30.38	remove oversteer; replace steering column lock; 
62EPDI1EYYJ402081	C4721215300	user15	6/30/2021	7/1/2021	1303710	60.76	repair shiftable automatic transmission; adjust traction control system; 
62EPDI1EYYJ402081	D4638312523	user12	8/29/2021	9/9/2021	1690412	91.13	replace water pump; change oil filter; 
65AR6E3EWLS157544	D3341952649	user30	6/15/2020	7/7/2020	601904	37.97	replace crankcase ventilation filter; 
6EO0EFPPJU8942538	C9468553584	user17	1/27/2021	3/26/2021	137848	1274.23	repair shiftable automatic transmission; reduce carbon footprint; 
6EO0EFPPJU8942538	B6594307920	user13	5/5/2021	5/7/2021	180473	94.39	adjust low fuel warning indicator; install separate rear audio; 
6EO0EFPPJU8942538	C9607630052	user29	5/26/2021	6/3/2021	291994	141.58	refurbish power steering; 
6EO0EFPPJU8942538	D2440363626	roland	7/8/2021	9/8/2021	573310	1132.65	refurbish power steering; 
6FEEUSROFOI436591	D7197177558	user15	3/25/2021	3/30/2021	14728	543.11	change purge valve; replace crankcase ventilation filter; 
6FEEUSROFOI436591	D4535340558	user29	4/15/2021	5/17/2021	37641	2625.05	replace fuel filter; replace tail lights; 
6FEEUSROFOI436591	D5564091609	user13	6/28/2021	7/8/2021	443585	724.15	fix power activated release; repair seatbelt force limiters; 
6FEEUSROFOI436591	D3516713339	user30	7/9/2021	7/14/2021	452251	543.11	install separate rear audio; 
6FEEUSROFOI436591	C8363248808	user29	8/12/2021	9/3/2021	477969	1538.82	install vanity mirrors; 
6HE6INXKVOC685258	09-5111889	user29	7/1/2021	7/10/2021	120510	174.51	replace catalytic converter; adjust block heater; 
6HE6INXKVOC685258	C7836526302	user12	7/13/2021	7/29/2021	147684	17.45	correct abs; set up gyro sensor; 
6HE6INXKVOC685258	09-3973558	user13	8/1/2021	8/1/2021	172566	17.45	adjust retractable mirrors; repair direct injection system; 
6HE6INXKVOC685258	A6562833622	user29	8/3/2021	8/26/2021	183214	349.02	replace water pump; 
